idx,doi,title,venue,date,openalex_id,has_abstract,abstract,error
6653,10.1257/aer.p20161023,Firm-Level Dispersion in Productivity: Is the Devil in the Details?,American Economic Review,2016-05,https://openalex.org/W2372517422,True,"We explore current interpretations of firm-level dispersion in revenue-based productivity measures. Since revenue function estimates using proxy methods differ from factor elasticities, the residual emerging from this method remains a combination of demand and technical effciency shocks, and is not equal to the concept of revenue productivity that plays an important role in recent literature on misallocation. This has implications for applications where measured revenue productivity dispersion is used as an indicator of misallocation. Our empirical evidence suggests, under iso-elastic demand, measured dispersion may indicate either distortions or variation in demand shocks and technical effciency or all of the above.",
6654,10.1257/aer.p20161078,Money and Asset Liquidity in Frictional Capital Markets,American Economic Review,2016-05,https://openalex.org/W2375471872,True,"We endogenize asset liquidity and financing constraints in a dynamic general equilibrium model with search frictions on capital markets. Assets traded on frictional capital markets are only partially saleable. Liquid assets, such as fiat money, instead, are not subject to search frictions and can be used to insure idiosyncratic investment risks. Partially saleable assets thus carry a liquidity premium over fully liquid assets. We show that, in equilibrium, low asset saleability is typically associated with lower asset prices, tighter financing constraints, thus stronger demand for public liquidity. Lower asset liquidity feeds into real allocations, constraining real investment, consumption, and production.",
6655,10.1257/aer.20131061,Agricultural Productivity and Structural Transformation: Evidence from Brazil,American Economic Review,2016-06,https://openalex.org/W3122076865,True,"We study the effects of the adoption of new agricultural technologies on structural transformation. To guide empirical work, we present a simple model where the effect of agricultural productivity on industrial development depends on the factor-bias of technical change. We test the predictions of the model by studying the introduction of genetically engineered soybean seeds in Brazil, which had heterogeneous effects on agricultural productivity across areas with different soil and weather characteristics. We find that technical change in soy production was strongly labor-saving and led to industrial growth, as predicted by the model. (JEL J43, O13, O14, O33, Q15, Q16)",
6656,10.1257/aer.20120555,CoVaR,American Economic Review,2016-06,https://openalex.org/W4246715751,True,"We propose a measure of systemic risk, Δ CoVaR, defined as the change in the value at risk of the financial system conditional on an institution being under distress relative to its median state. Our estimates show that characteristics such as leverage, size, maturity mismatch, and asset price booms significantly predict Δ CoVaR. We also provide out-of-sample forecasts of a countercyclical, forward-looking measure of systemic risk, and show that the 2006:IV value of this measure would have predicted more than one-third of realized Δ CoVaR during the 2007–2009 financial crisis. (JEL C58, E32, G01, G12, G17, G20, G32)",
6657,10.1257/aer.20140678,Runs on Money Market Mutual Funds,American Economic Review,2016-08,https://openalex.org/W3123258597,True,"We study daily money market mutual fund flows at the individual share class level during September 2008. This fine granularity of data allows new insights into investor and portfolio holding characteristics conducive to run risk in cash-like asset pools. We find that cross-sectional flow data observed during the week of the Lehman failure are consistent with key implications of a simple model of coordination with incomplete information and strategic complementarities. Similar conclusions follow from daily models fitted to capture dynamic interactions between investors with differing levels of sophistication within the same money fund, holding constant the underlying portfolio. (JEL D14, G11, G23)",
6658,10.1257/aer.20150585,Long-Run Risk Is the Worst-Case Scenario,American Economic Review,2016-08,https://openalex.org/W2270461970,True,"We study an investor who is unsure of the dynamics of the economy. Not only are parameters unknown, but the investor does not even know what order model to estimate. She estimates her consumption process nonparametrically—allowing potentially infinite-order dynamics—and prices assets using a pessimistic model that minimizes lifetime utility subject to a constraint on statistical plausibility. The equilibrium is exactly solvable and the pricing model always includes long-run risks. With risk aversion of 4.7, the model matches major facts about asset prices, consumption, and dividends. The paper provides a novel link between ambiguity aversion and nonparametric estimation. (JEL D11, D12, D81, G11, G12)",
6659,10.1257/aer.20150897,Are There Environmental Benefits from Driving Electric Vehicles? The Importance of Local Factors,American Economic Review,2016-11,https://openalex.org/W2557473026,True,"We combine a theoretical discrete-choice model of vehicle purchases, an econometric analysis of electricity emissions, and the AP2 air pollution model to estimate the geographic variation in the environmental benefits from driving electric vehicles. The second-best electric vehicle purchase subsidy ranges from $2,785 in California to −$4,964 in North Dakota, with a mean of −$1,095. Ninety percent of local environmental externalities from driving electric vehicles in one state are exported to others, implying they may be subsidized locally, even when the environmental benefits are negative overall. Geographically differentiated subsidies can reduce deadweight loss, but only modestly. (JEL D12, D62, H23, L62, Q53, Q54, R11)",
6660,10.1257/aer.20141287,Coarse Competitive Equilibrium and Extreme Prices,American Economic Review,2016-12,https://openalex.org/W2566270592,True,"We introduce a notion of coarse competitive equilibrium, to study agents’ inability to tailor their consumption to prices. Our goal is to incorporate limited cognitive ability (in particular limited attention, memory, and complexity) into the analysis of competitive equilibrium. Compared to standard competitive equilibrium, our concept yields more extreme prices and, when all agents have the same endowment, riskier allocations. We provide a tractable model suitable for general equilibrium analysis as well as asset pricing. (JEL D11, D51, D91, G10)",
6661,10.1257/aer.20161345,Brands in Motion: How Frictions Shape Multinational Production,American Economic Review,2017-01,https://openalex.org/W1910128478,True,"Following the 2016 Leave vote in the referendum on UK membership in the EU and the election of Donald Trump, trade agreements have entered a period of great instability. To predict the impact of possible disruptions to existing arrangements requires counterfactual analysis that takes into account the complex set of factors influencing the production and marketing strategies of multinational corporations. We estimate a model of multinational decision-making in the car industry. This model predicts the production reallocation and consumer surplus consequences of changes in tariffs and non-tariff barriers induced by US-led protectionism, Brexit, transpacific, and transatlantic integration agreements. (JEL F13, F23, L21, L62, M31)",
6662,,On the Measurement and Trend of Inequality: Reply,American Economic Review,2017-01,,False,,no_doi_found
6663,10.1257/aer.20150248,Inflation Dynamics during the Financial Crisis,American Economic Review,2017-03,https://openalex.org/W2153781119,True,"Using a novel dataset, which merges good-level prices underlying the PPI with the respondents' balance sheets, we show that liquidity constrained firms increased prices in 2008, while their unconstrained counterparts cut prices. We develop a model in which firms face financial frictions while setting prices in customer markets. Financial distortions create an incentive for firms to raise prices in response to adverse financial or demand shocks. This reaction reflects the firms' decisions to preserve internal liquidity and avoid accessing external finance, factors that strengthen the countercyclical behavior of markups and attenuate the response of inflation to fluctuations in output. (JEL E31, E32, E44, G01, G32, L11)",
6664,10.1257/aer.20140605,Unplanned Purchases and Retail Competition,American Economic Review,2017-03,https://openalex.org/W3121589060,True,"I propose a framework in which asymmetric multiproduct retailers compete for one-stop shoppers who have biased beliefs about their future purchase probabilities (and so make unplanned purchases). One firm carries a full portfolio of products while the other carries an incomplete but endogenous one. Using this framework, I examine the phenomenon of loss leading, the optimal product portfolio of the smaller firm, and the effects of banning loss leading. Among other results, I show that there is a nonpredatory (and possibly procompetitive) justification for the observation that such larger firms may charge below cost on the core product lines of their smaller rivals. (JEL D11, D21, D83, L13, L25, L71, L81)",
6665,10.1257/aer.20150956,Nonparametric Counterfactual Predictions in Neoclassical Models of International Trade,American Economic Review,2017-03,https://openalex.org/W1491090927,True,"We develop a methodology to construct nonparametric counterfactual predictions, free of functional form restrictions on preferences and technology, in neoclassical models of international trade. First, we establish the equivalence between such models and reduced exchange models in which countries directly exchange factor services. This equivalence implies that, for an arbitrary change in trade costs, counterfactual changes in the factor content of trade, factor prices, and welfare only depend on the shape of a reduced factor demand system. Second, we provide sufficient conditions under which estimates of this system can be recovered nonparametrically. Together, these results offer a strict generalization of the parametric approach used in so-called gravity models. Finally, we use China's recent integration into the world economy to illustrate the feasibility and potential benefits of our approach. (JEL C51, D51, F11, F14, O19, P33)",
6666,10.1257/aer.20160093,Correlation Misperception in Choice,American Economic Review,2017-03,https://openalex.org/W2551629330,True,"We present a decision-theoretic analysis of an agent's understanding of the interdependencies in her choices. We provide the foundations for a simple and flexible model that allows the misperception of correlated risks. We introduce a framework in which the decision maker chooses a portfolio of assets among which she may misperceive the joint returns, and present simple axioms equivalent to a representation in which she attaches a probability to each possible joint distribution over returns and then maximizes subjective expected utility using her ( possibly misspecified) beliefs. (JEL D11, D81, D83, G11)",
6667,10.1257/aer.p20171141,Taxman's Dilemma: Coercion or Persuasion? Evidence from a Randomized Field Experiment in Ethiopia,American Economic Review,2017-05,https://openalex.org/W2615787899,True,"We analyze data from a randomized controlled trial of two innovative anti-tax evasion schemes in Ethiopia that signal threats of audit and complimentary messages that encourage tax morale. Our results indicate that the threat of audit reduces tax evasion significantly, and its effect is higher in businesses commonly suspected of high tax evasion rates. We also find that appealing to the tax morale promotes compliance but slightly less than that of audit threat. Our results are robust to different estimation strategies and less sensitive to potential confounding factors.",
6668,10.1257/aer.p20171092,The Role of Unemployment in the Rise in Alternative Work Arrangements,American Economic Review,2017-05,https://openalex.org/W2615457199,True,The share of U.S. workers in alternative work arrangements has increased substantially in recent decades. Micro longitudinal analyses show that unemployed workers are much more likely to transition into alternative work arrangements than other workers. Macro time-series evidence shows that weak labor market conditions lead to an increase in non-traditional work. But the estimated magnitudes imply that the Great Recession and high unemployment in the 2000s can account for only a modest part of the rise in alternative work. Secular factors associated with rising inequality and technological changes making it easier to contract out work appear to be the driving forces.,
6669,10.1257/aer.p20171036,"Rents, Technical Change, and Risk Premia Accounting for Secular Trends in Interest Rates, Returns on Capital, Earning Yields, and Factor Shares",American Economic Review,2017-05,https://openalex.org/W2614268140,True,"The secular decline in safe interest rates since the early 1980s has been the subject of considerable attention. In this short paper, we argue that it is important to consider the evolution of safe real rates in conjunction with three other first-order macroeconomic stylized facts: the relative constancy of the real return to productive capital, the decline in the labor share, and the decline and subsequent stabilization of the earnings yield. Through the lens of a simple accounting framework, these four facts offer suggestive insights into the economic forces that might be at work.",
6670,10.1257/aer.p20171098,Economic Development and the Regulation of Morally Contentious Activities,American Economic Review,2017-05,https://openalex.org/W2601409368,True,"The regulation of many activities depends on whether societies consider them morally controversial or “repugnant.” Not only have regulation and related ethical concerns changed over time, but there is also heterogeneity across countries at a given time. We provide evidence of this heterogeneity for three morally contentious activities, abortion, prostitution, and gestational surrogacy, and explore the relationship between a country's economic conditions and how these activities are regulated. We propose a conceptual framework to identify mechanisms that can explain our findings (including the role of non-economic factors), and indicate directions for future research.",
6671,10.1257/aer.p20171013,Returns to Education through Access to Higher-Paying Firms: Evidence from US Matched Employer-Employee Data,American Economic Review,2017-05,https://openalex.org/W2606861589,True,"We use administrative US matched employer-employee data merged with detailed information on individuals' academic records to assess the extent to which returns to education are mediated by the sorting of workers across firms. We present three results. First, we confirm findings in the earlier literature of large pay differences across higher education degrees. Second, we show that up to one quarter of pay premiums for higher degrees are explained by between-firm pay differences. Third, higher degrees are associated with greater representation at the best-paying firms. We conclude that employer heterogeneity is an important factor in mediating the returns to education.",
6672,10.1257/aer.p20171054,Improving Climate-Change Modeling of US Migration,American Economic Review,2017-05,https://openalex.org/W2584120245,True,"Manmade climate change (CC) has catastrophic consequences. The United States has already experienced wholesale population realignment due to climate as households have relocated to the Sunbelt and West. The irony is that people are moving toward the heat and major storms associated with CC. As CC intensifies, with high rates of internal US factor mobility, firms and households will likely again relocate to areas with higher utility and profits, reducing CC costs. Yet current research typically focuses on CC costs in a given location without considering this realignment. We propose several avenues to overcome such shortcomings in US CC modeling.",
6673,10.1257/aer.p20171019,No Gender Difference in Willingness to Compete When Competing against Self,American Economic Review,2017-05,https://openalex.org/W2741790821,True,"We report on two experiments investigating whether there is a gender difference in the willingness to compete against oneself (self-competition), similar to what is found when competing against others (other-competition). In one laboratory and one online market experiment, involving a total of 1,200 participants, we replicate the gender-gap in willingness to other-compete but find no evidence of a gender difference in the willingness to self-compete. We explore the roles of risk and confidence and suggest that these factors can account for the different findings. Finally, we document that self-competition does no worse than other-competition in terms of performance boosting.",
6674,10.1257/aer.p20171005,Earnings Inequality and Other Determinants of Wealth Inequality,American Economic Review,2017-05,https://openalex.org/W2610377754,True,"We study the relation between the distribution of labor earnings and the distribution of wealth. We show, theoretically as well as empirically, that while labor earnings and precautionary savings are important determinants of wealth inequality factors, they cannot by themselves account for the thick tail of (the large top shares in) the observed distribution of wealth. Other determinants, like stochastic returns to wealth, as well as savings rates and rates of returns increasing in wealth, need to be accounted for.",
6675,10.1257/aer.p20171106,Traditional Beliefs and Learning about Maternal Risk in Zambia,American Economic Review,2017-05,https://openalex.org/W2614593111,True,"Maternal mortality remains very high in many parts of the developing world, especially in sub-Saharan Africa. While maternal deaths are observable, it may not be straightforward for individuals to learn about risk factors. This paper utilizes novel data on male and female perceptions of maternal risk in Zambia to document that superstitions about causes of maternal mortality are pervasive and to uncover evidence that such beliefs impede learning about maternal health risk levels and correlates. In our data, people who hold traditional beliefs disregard past birth complications completely in assessing future risk, unlike those who hold modern beliefs.",
6676,10.1257/aer.p20171052,Validating Migration Responses to Flooding Using Satellite and Vital Registration Data,American Economic Review,2017-05,https://openalex.org/W2615005770,True,"Rainfall measures may be imperfect proxies for floods, given factors such as upstream water balance, proximity to rivers, and topography. We check the robustness of flooding-migration relationships by combining nationally-representative survey data with measures of flooding derived from weather stations, gridded products, and remote sensing tools. Linear probability models reveal that extreme flooding is negatively associated with out-migration. Rainfall-based proxies produce results qualitatively similar to those using the satellite-based measure of inundation, but only the latter is able to discern non-monotonic effects throughout the distribution. Moreover, estimates differ widely across areas, suggesting that households respond differently to rainfall and flooding.",
6677,10.1257/aer.p20171145,How Children with Mental Disabilities Affect Household Investment Decisions,American Economic Review,2017-05,https://openalex.org/W2614392557,True,"We analyze how children with mental disabilities influence parental portfolio allocation. We find that risky asset holding decreases among households with special needs children. However, conditional on participating in financial markets, households with special needs children invest a larger portion of their wealth in risky assets. As risky asset holding is a key component of wealth building, these findings have important implications for both policy and household wealth inequality.",
6678,10.1257/aer.p20171132,Does Forest Loss Increase Human Disease? Evidence from Nigeria,American Economic Review,2017-05,https://openalex.org/W2615038726,True,"We examine the impact of forest loss on three infectious diseases attributed to modifiable environmental factors in the last decade in Nigeria. Geolinking a new high-resolution dataset of global forest change to child-level health data from the Nigeria Demographic and Health Surveys from 2008 and 2013, we find that forest loss significantly increases the incidence of malaria, though it does not affect the incidence of diarrhea and respiratory diseases. The impact of forest loss on malaria is large and the dynamic pattern of the impact suggests a temporary ecological disturbance consistent with findings in the tropical medicine literature.",
6679,10.1257/aer.107.7.1753,Pay For Performance and Beyond,American Economic Review,2017-06,https://openalex.org/W2725472108,True,"Incentives are often associated with narrow financial rewards such as bonuses or executive stock options. But in general such rewards are just a small part of the design of incentives. Properly designed incentive systems have to take into account the full portfolio of activities that the agent can engage in, the array of instruments, many nonfinancial, that are available to influence individuals and consider the factors that motivate them in different settings. Thinking about incentives as a system of interacting instruments and influences has been a major advance in the economics of incentives in recent years. In this lecture I will describe the path from pay for performance to the broader view of incentive systems. (JEL D21, D82, D86, J33, J41, M12, M52)",
6680,10.1257/aer.20160522,A Model of Trading in the Art Market,American Economic Review,2018-02,https://openalex.org/W3121167843,True,"We present an infinite-horizon model of endogenous trading in the art auction market. Agents make purchase and sale decisions based on the relative magnitude of their private use value in each period. Our model generates endogenous cross-sectional and time-series patterns in investment outcomes. Average returns and buy-in probabilities are negatively correlated with the time between purchase and resale (attempt). Idiosyncratic risk does not converge to zero as the holding period shrinks. Prices and auction volume increase during expansions. Our model finds empirical support in auction data and has implications for selection biases in observed prices and transaction-based price indexes. (JEL C43, D44, E32, Z11)",
6681,10.1257/aer.20151047,Legal Origins and Female HIV,American Economic Review,2018-06,https://openalex.org/W2806383602,True,"More than one-half of all people living with HIV are women and 80 percent of all HIV-positive women in the world live in sub-Saharan Africa. This paper demonstrates that the legal origins of these formerly colonized countries significantly determine current-day female HIV rates. In particular, female HIV rates are significantly higher in common law sub-Saharan African countries compared to civil law ones. This paper explains this relationship by focusing on differences in female property rights under the two codes of law. In sub-Saharan Africa, common law is associated with weaker female marital property laws. As a result, women in these common law countries have lower bargaining power within the household and are less able to negotiate safe sex practices and are thus more vulnerable to HIV, compared to their civil law counterparts. Exploiting the fact that some ethnic groups in sub-Saharan Africa cross country borders with different legal systems, we are able to include ethnicity fixed effects into a regression discontinuity approach. This allows us to control for a large set of cultural, geographical, and environmental factors that could be confounding the estimates. The results of this paper are consistent with gender inequality (the “feminization” of AIDS), explaining much of its prevalence in sub-Saharan Africa. (JEL I12, J15, J16, K11, K15, O15, O17)",
6682,10.1257/aer.20160696,"The Race between Man and Machine: Implications of Technology for Growth, Factor Shares, and Employment",American Economic Review,2018-06,https://openalex.org/W3125498346,True,"We examine the concerns that new technologies will render labor redundant in a framework in which tasks previously performed by labor can be automated and new versions of existing tasks, in which labor has a comparative advantage, can be created. In a static version where capital is fixed and technology is exogenous, automation reduces employment and the labor share, and may even reduce wages, while the creation of new tasks has the opposite effects. Our full model endogenizes capital accumulation and the direction of research toward automation and the creation of new tasks. If the long-run rental rate of capital relative to the wage is sufficiently low, the long-run equilibrium involves automation of all tasks. Otherwise, there exists a stable balanced growth path in which the two types of innovations go hand-in-hand. Stability is a consequence of the fact that automation reduces the cost of producing using labor, and thus discourages further automation and encourages the creation of new tasks. In an extension with heterogeneous skills, we show that inequality increases during transitions driven both by faster automation and the introduction of new tasks, and characterize the conditions under which inequality stabilizes in the long run. (JEL D63, E22, E23, E24, J24, O33, O41)",
6683,10.1257/aer.20151045,Real Exchange Rates and Sectoral Productivity in the Eurozone,American Economic Review,2018-06,https://openalex.org/W3122386932,True,"We investigate the link between real exchange rates and sectoral TFP for eurozone countries. We show that real exchange rate variation, both cross-country and time-series, closely accords with an amended Balassa-Samuelson interpretation, incorporating sectoral productivity shocks and a labor market wedge. We construct a DSGE model to generate a cross section and time series of real exchange rates to compare to data. Estimates from simulated regressions are very similar to estimates for eurozone data. Our findings contrast with previous studies that have found little relationship between productivity and real exchange rates among high-income countries that have floating nominal exchange rates. (JEL E12, E23, E24, F31, F33, F43)",
6684,10.1257/aer.20160763,The Long-Run Effects of Disruptive Peers,American Economic Review,2018-10,https://openalex.org/W2280642770,True,"A large and growing literature has documented the importance of peer effects in education. However, there is relatively little evidence on the long-run educational and labor market consequences of childhood peers. We examine this question by linking administrative data on elementary school students to subsequent test scores, college attendance and completion, and earnings. To distinguish the effect of peers from confounding factors, we exploit the population variation in the proportion of children from families linked to domestic violence, who have been shown to disrupt contemporaneous behavior and learning. Results show that exposure to a disruptive peer in classes of 25 during elementary school reduces earnings at age 24 to 28 by 3 percent. We estimate that differential exposure to children linked to domestic violence explains 5 percent of the rich-poor earnings gap in our data, and that each year of exposure to a disruptive peer reduces the present discounted value of classmates’ future earnings by $80,000. (JEL I21, I26, J13, J24, J31)",
6685,10.1257/aer.20151510,Bad Investments and Missed Opportunities? Postwar Capital Flows to Asia and Latin America,American Economic Review,2018-11,https://openalex.org/W2178351822,True,"After World War II, international capital flowed into slow-growing Latin America rather than fast-growing Asia. This is surprising as, everything else equal, fast growth should imply high capital returns. This paper develops a capital flow accounting framework to quantify the role of different factor market distortions in producing these patterns. Surprisingly, we find that distortions in labor markets, rather than domestic or international capital markets, account for the bulk of these flows. Labor market distortions that indirectly depress investment incentives by lowering equilibrium labor supply explain two-thirds of observed flows, while improvement in these distortions over time accounts for much of Asia's rapid growth. (JEL E22, E24, E32, F21, F32, O16, O47)",
6686,10.1257/aer.20160034,Some Causal Effects of an Industrial Policy,American Economic Review,2019-01,https://openalex.org/W3125415848,True,"We exploit changes in the area-specific eligibility criteria for a program to support jobs through investment subsidies. European rules determine whether an area is eligible for subsidies, and we construct instrumental variables for area eligibility based on parameters of these rule changes. Areas eligible for higher subsidies significantly increased jobs and reduced unemployment. A 10-percentage point increase in the maximum investment subsidy stimulates a 10 percent increase in manufacturing employment. This effect exists solely for small firms: large companies accept subsidies without increasing activity. There are positive effects on investment and employment for incumbent firms but not Total Factor Productivity. (JEL E24, G31, H25, L25, L52, R23)",
6687,10.1257/aer.20130249,A Spatial Knowledge Economy,American Economic Review,2019-01,https://openalex.org/W1631323836,True,"Leading empiricists and theorists of cities have recently argued that the generation and exchange of ideas must play a more central role in the analysis of cities. This paper develops the first system of cities model with costly idea exchange as the agglomeration force. The model replicates a broad set of established facts about the cross section of cities. It provides the first spatial equilibrium theory of why skill premia are higher in larger cities and how variation in these premia emerges from symmetric fundamentals. (JEL J24, J31, O31, R12, R23)",
6688,10.1257/aer.20190553,"Dynastic Human Capital, Inequality and Intergenerational Mobility",American Economic Review,2019-01,https://openalex.org/W3125206875,True,"We estimate long-run intergenerational persistence in human capital using information on outcomes for the extended family: the dynasty. A dataset including the entire Swedish population, linking four generations, allows us to identify parents’ siblings and cousins, their spouses, and spouses’ siblings. Using various human capital measures, we show that traditional parent-child estimates underestimate long-run intergenerational persistence by at least one-third. By adding outcomes for more distant ancestors, we show that almost all of the persistence is captured by the parental generation. Data on adoptees show that at least one- third of long-term persistence is attributed to environmental factors. (JEL I24, I26, J12, J24, J62)",
6689,10.1257/aer.20161488,Optimal Regulation of Financial Intermediaries,American Economic Review,2019-01,https://openalex.org/W2737654524,True,"I characterize the optimal financial regulation policy in an economy where financial intermediaries trade capital assets on behalf of households, but must retain an equity stake to align incentives. Financial regulation is necessary because intermediaries cannot be excluded from privately trading in capital markets. They don’t internalize that high asset prices force everyone to bear more risk. The socially optimal allocation can be implemented with a tax on asset holdings. I derive a sufficient statistic for the externality and use market data on leverage and volatility of intermediaries’ equity to measure it. (JEL D82, G01, G12, G20, G31, H25)",
6690,10.1257/aer.20200243,Five Facts About Beliefs and Portfolios,American Economic Review,2019-01,https://openalex.org/W2938726659,True,"We study a newly designed survey administered to a large panel of wealthy retail investors. The survey elicits beliefs that are important for macroeconomics and finance, and matches respondents with administrative data on their portfolio composition, their trading activity, and their login behavior. We establish five facts inthese data. (i) Beliefs are reflected in portfolio allocations. The sensitivity of portfolios to beliefs is small on average, but varies significantly with investor wealth, attention, trading frequency, and confidence. (ii) Belief changes do not predict when investors trade, but conditional on trading, they affect both the direction and the magnitude of trades. (iii) Beliefs are mostly characterized by large and persistent individual heterogeneity. Demographic characteristics explain only asmall part of why some individuals are optimistic and some are pessimistic. (iv) Expected cash flow growth and expected returns are positively related, both within and across investors. (v) Expected returns and the subjective probability of rare disasters are negatively related, both within and across investors. These five facts provide useful guidance for the design of macro-finance models. (JEL D83, E23, G11, G12, G41, G51)",
6691,10.1257/aer.20160600,The Taxing Deed of Globalization,American Economic Review,2019-01,https://openalex.org/W2364927470,True,"This paper examines the effects of globalization on the distribution of worker-specific labor taxes using a unique set of tax calculators. We find a differential effect of higher trade and factor mobility on relative tax burdens in 1980–1993 versus 1994–2007 in the OECD. Prior to 1994, greater openness meant that higher income earners were taxed progressively more. However, after 1994, we document a globalization-induced rise in the labor income tax burden of the middle class, while the top 1 percent of workers and employees faced a reduction in their tax burden of 0.59–1.45 percentage points. (JEL D31, F16, F61, H22, H24)",
6692,10.1257/aer.20161076,Does Household Finance Matter? Small Financial Errors with Large Social Costs,American Economic Review,2019-02,https://openalex.org/W3123702352,True,"Households with familiarity biases tilt their portfolios toward a few risky assets. The resulting mean-variance loss from portfolio underdiversification is equivalent to only a modest reduction of about 1 percent per year in a household’s portfolio return. However, once we consider also the effect of familiarity biases on the asset- allocation and intertemporal consumption-savings decisions, the welfare loss is multiplied by a factor of four. In general equilibrium, the suboptimal decisions of households distort also aggregate growth, amplifying further the overall social welfare loss. Our findings demonstrate that financial markets are not a mere sideshow to the real economy and that improving the financial decisions of households can lead to large benefits, not just for individual households, but also for society. (JEL D14, D91, E21, E44, G11, G41)",
6693,10.1257/aer.20151569,Structural Interpretation of Vector Autoregressions with Incomplete Identification: Revisiting the Role of Oil Supply and Demand Shocks,American Economic Review,2019-05,https://openalex.org/W2780094620,True,"Traditional approaches to structural vector autoregressions (VARs) can be viewed as special cases of Bayesian inference arising from very strong prior beliefs. These methods can be generalized with a less restrictive formulation that incorporates uncertainty about the identifying assumptions themselves. We use this approach to revisit the importance of shocks to oil supply and demand. Supply disruptions turn out to be a bigger factor in historical oil price movements and inventory accumulation a smaller factor than implied by earlier estimates. Supply shocks lead to a reduction in global economic activity after a significant lag, whereas shocks to oil demand do not. (JEL C32, L71, Q35, Q43)",
6694,10.1257/aer.20151684,Wealth Distribution and Social Mobility in the US: A Quantitative Approach,American Economic Review,2019-05,https://openalex.org/W2238585406,True,"We quantitatively identify the factors that drive wealth dynamics in the United States and are consistent with its skewed cross-sectional distribution and with social mobility. We concentrate on three critical factors: (i) skewed earnings, (ii) differential saving rates across wealth levels, and (iii) stochastic idiosyncratic returns to wealth. All of these are fundamental for matching both distribution and mobility. The stochastic process for returns which best fits the cross-sectional distribution of wealth and social mobility in the United States shares several statistical properties with those of the returns to wealth uncovered by Fagereng et al. (2017) from tax records in Norway. (JEL D31, E13, E21, E25)",
6695,10.1257/aer.20161343,Subsidies and Time Discounting in New Technology Adoption: Evidence from Solar Photovoltaic Systems,American Economic Review,2019-05,https://openalex.org/W2897563384,True,"We study a generous program to promote the adoption of solar photovoltaic (PV) systems through subsidies on future electricity production, rather than through upfront investment subsidies. We develop a tractable dynamic model of new technology adoption, also accounting for local market heterogeneity. We identify the discount factor from demand responses to variation that shifts expected future but not current utilities. Despite the massive adoption, we find that households significantly discounted the future benefits from the new technology. This implies that an upfront investment subsidy program would have promoted the technology at a much lower budgetary cost. (JEL C51, D15, Q48, Q58)",
6696,10.1257/aer.20180336,The Sources of Capital Misallocation,American Economic Review,2019-06,https://openalex.org/W2764342209,True,"We develop a methodology to disentangle sources of capital “mis-allocation,” i.e., dispersion in value-added/capital. It measures the contributions of technological/informational frictions and a rich class of firm-specific factors. An application to Chinese manufacturing firms reveals that adjustment costs and uncertainty, while significant, explain only a modest fraction of the dispersion, which stems largely from other factors: a component correlated with productivity and a fixed effect. Adjustment costs are more salient for large US firms, though other factors still account for the bulk of the dispersion. Technological/markup heterogeneity explains a limited fraction in China, but a potentially large share in the United States. (JEL D22, D24, D25, E22, G31, L60, O11, O14, O47, P31)",
6697,10.1257/aer.20161218,Expecting the Unexpected: Emissions Uncertainty and Environmental Market Design,American Economic Review,2019-10,https://openalex.org/W1500367255,True,"We study potential equilibria in California’s cap-and-trade market for greenhouse gases (GHGs) based on information available before the market started. We find large ex ante uncertainty in business-as-usual emissions and in the abatement that might result from non-market policies, much larger than the reduction that could plausibly occur in response to an allowance price within a politically acceptable range. This implies that the market price is very likely to be determined by an administrative price floor or ceiling. Similar factors seem likely to be present in other cap-and-trade markets for GHGs. (JEL D47, D81, Q54, Q58, R11)",
6698,10.1257/aer.20161925,Occupations and Import Competition: Evidence from Denmark,American Economic Review,2019-11,https://openalex.org/W2990010517,True,"I argue that the winners and losers from trade are decided primarily by occupation. In addition to fixed adjustment costs, workers build up specific human capital over time that is destroyed when they must change occupations. I show that ignoring human capital biases estimates of adjustment costs upward by a factor of 3. Estimating an occupational choice model of the Danish labor market, I show that 57 percent of the dispersion in worker outcomes is accounted for by occupations, and only 16 percent by sectors. Finally, the model suggests that rising import competition from 1995–2005 reduced lifetime earnings for 5 percent of workers. (JEL F14, F16, J24, J31)",
6699,10.1257/aer.20161491,Endogenous Monitoring in a Partnership Game,American Economic Review,2020-02,https://openalex.org/W3007889410,True,"I consider a repeated game in which, due to imperfect monitoring, no collusion can be sustained. I add a self-interested monitor who commits to obtain private signals of firms’ actions and sends a public message. The monitor makes an offer specifying the precision of the signals obtained and the amount to be paid in return. First, with a low monitoring cost, collusive equilibria exist. Second, collusive equilibria are monitor-preferred. Third, in monitor-preferred equilibria, firms’ payoffs are decreasing in the discount factor. My model helps explain cartel agreements between self-interested parties and firms in legal industries in the United States and Europe. (JEL C73, D43, D82, L12)",
6700,10.1257/aer.20180210,Revealed Preferences over Risk and Uncertainty,American Economic Review,2020-05,https://openalex.org/W3123305453,True,"We develop a nonparametric method, called Generalized Restriction of Infinite Domains (GRID), for testing the consistency of budgetary choice data with models of choice under risk and under uncertainty. Our test can allow for risk-loving and elation-seeking attitudes, or it can require risk aversion. It can also be used to calculate, via Afriat’s efficiency index, the magnitude of violations from a particular model. We evaluate the performance of various models under risk (expected utility, disappointment aversion, rank-dependent utility, and stochastically monotone utility) using data collected from several recent portfolio choice experiments. (JEL C14, D11, D12, D81)",
